movie_language_id,movie_id,language_code
12756,32041,de
12757,32041,pl
12758,55309,en
12759,38724,en
12760,12487,ja
12761,56616,zh
12762,205,en
12763,205,fr
12764,150523,en
12765,150523,hu
12766,46761,fr
12767,43872,en
12768,5183,en
12769,28055,it
12770,12597,en
12771,118,en
12772,113213,en
12773,62143,en
12774,62143,hu
12775,62143,sw
12776,1280,ko
12777,88288,en
12778,421,en
12779,421,is
12780,421,pt
12781,421,fr
12782,421,tl
12783,421,de
12784,421,it
12785,2567,en
12786,9833,it
12787,9833,en
12788,6478,en
12789,9692,en
12790,1901,en
12791,1901,it
12792,693,en
12793,842,en
12794,9953,en
12795,9953,pt
12796,11162,en
12797,54291,zh
12798,57564,zh
12799,15401,en
12800,14604,en
12801,26275,ja
12802,15045,en
12803,42420,it
12804,1853,en
12805,11804,en
12806,19803,en
12807,11354,en
12808,41613,en
12809,61049,en
12810,41384,en
12811,14677,en
12812,61988,en
12813,61988,es
12814,93462,en
12815,46021,en
12816,147747,de
12817,147747,en
12818,47876,en
12819,43150,en
12820,66600,en
12821,64334,fr
12822,75976,en
12823,69234,en
12824,69234,it
12825,43442,en
12826,43442,fr
12827,43442,no
12828,25033,en
12829,21259,en
12830,33766,en
12831,220690,en
12832,22301,fr
12833,22301,en
12834,22301,de
12835,21030,en
12836,79008,en
12837,120328,en
12838,95466,en
12839,26426,en
12840,18627,ja
12841,39472,en
12842,34326,ja
12843,10630,de
12844,18927,en
12845,42257,en
12846,42257,yi
12847,59143,he
12848,59143,en
12849,74122,en
12850,58097,es
12851,25350,en
12852,16442,en
12853,7229,fr
12854,12576,de
12855,12576,fr
12856,12576,pl
12857,12576,en
12858,42223,de
12859,20719,pl
12860,16220,en
12861,23832,it
12862,23832,la
12863,54794,en
12864,33475,en
12865,33472,en
12866,33477,en
12867,10609,en
12868,2091,en
12869,11633,ja
12870,35031,fr
12871,12127,sv
12872,11626,sv
12873,13563,en
12874,36430,en
12875,9947,en
12876,9947,ja
12877,6439,en
12878,7214,en
12879,43504,en
12880,24749,en
12881,17657,en
12882,32546,es
12883,42390,en
12884,42390,he
12885,42390,de
12886,26488,da
12887,26488,es
12888,61477,zh
12889,27429,en
12890,19610,en
12891,27549,en
12892,43892,en
12893,8422,it
12894,11373,sr
12895,989,en
12896,989,es
12897,43779,no
12898,43779,de
12899,43779,en
12900,43779,fr
12901,43779,he
12902,43779,es
12903,43779,pl
12904,49696,fr
12905,49696,it
12906,49696,ro
12907,34778,en
12908,25970,en
12909,100894,en
12910,100894,it
12911,100894,yi
12912,44463,en
12913,39504,bm
12914,39504,fr
12915,14883,en
12916,11423,ko
12917,10694,en
12918,16410,en
12919,26581,en
12920,342,de
12921,613,hu
12922,613,de
12923,613,ru
12924,273,de
12925,8978,en
12926,8978,sr
12927,8978,es
12928,11637,en
12929,12142,en
12930,12142,pt
12931,11096,en
12932,22559,en
12933,8968,en
12934,8968,fr
12935,8968,pl
12936,6961,en
12937,31165,en
12938,2517,ja
12939,11413,en
12940,24962,en
12941,17978,en
12942,42729,en
12943,22383,en
12944,22383,es
12945,43801,en
12946,30923,en
12947,41851,en
12948,58918,en
12949,11343,en
12950,661,en
12951,661,de
12952,10310,de
12953,36851,ar
12954,36851,en
12955,147882,en
12956,27007,en
12957,29259,fr
12958,53200,ar
12959,53200,en
12960,53200,de
12961,55624,de
12962,2436,en
12963,2436,fr
12964,20196,en
12965,6317,en
12966,6317,de
12967,68822,fr
12968,27430,fr
12969,43141,en
12970,135473,en
12971,41968,en
12972,41968,de
12973,34090,nl
12974,34090,en
12975,34561,vi
12976,34561,ja
12977,34561,zh
12978,45174,en
12979,16638,en
12980,16638,la
12981,118075,en
12982,42011,ja
12983,7454,en
12984,7454,de
12985,70498,en
12986,63617,en
12987,23132,ja
12988,23132,ko
12989,68348,sv
12990,37198,en
12991,4935,ja
12992,8953,en
12993,8953,ja
12994,8953,pl
12995,10951,cn
12996,10951,zh
12997,42845,cn
12998,193704,en
12999,41569,en
13000,41569,de
13001,8488,en
13002,13682,en
13003,12228,en
13004,32588,en
13005,57825,en
13006,57825,hi
13007,57825,hu
13008,57825,it
13009,57825,pa
13010,57825,es
13011,561,en
13012,561,pt
13013,561,tl
13014,10214,en
13015,17880,en
13016,8340,ku
13017,6414,en
13018,6414,ja
13019,6414,th
13020,27202,en
13021,1942,en
13022,61574,en
13023,21433,en
13024,52778,en
13025,19119,en
13026,18279,fi
13027,10636,de
13028,123452,en
13029,3040,de
13030,3040,ru
13031,18538,en
13032,18538,es
13033,41475,en
13034,44875,en
13035,43128,en
13036,42641,ar
13037,42641,en
13038,42641,fr
13039,42641,it
13040,42641,es
13041,39179,en
13042,39179,es
13043,39179,sv
13044,13498,en
13045,29993,en
13046,9470,cn
13047,36867,ja
13048,30698,en
13049,12721,en
13050,27042,en
13051,37232,dz
13052,19765,cs
13053,19765,de
13054,19765,ru
13055,125109,en
13056,37527,en
13057,43492,en
13058,43492,cy
13059,29578,en
13060,2926,en
13061,54302,en
13062,4710,en
13063,4710,fr
13064,4710,sv
13065,26243,en
13066,10568,en
13067,52943,es
13068,25103,en
13069,5204,hu
13070,5204,it
13071,5204,es
13072,89065,fa
13073,4974,it
13074,4974,fr
13075,4974,en
13076,30331,en
13077,258,fr
13078,8016,en
13079,8016,de
13080,8016,it
13081,37601,es
13082,4235,en
13083,4235,fr
13084,4235,it
13085,31532,en
13086,34614,sv
13087,51177,en
13088,16186,en
13089,10012,en
13090,65967,cs
13091,10022,en
13092,10022,ko
13093,4551,en
13094,4551,ru
13095,30856,en
13096,26,ar
13097,26,en
13098,26,de
13099,26,he
13100,26,it
13101,26,tr
13102,2026,en
13103,9928,en
13104,9928,it
13105,29735,en
13106,76264,en
13107,15771,en
13108,43912,en
13109,82432,en
13110,3115,ja
13111,6593,ja
13112,116698,en
13113,63115,en
13114,76403,de
13115,76403,en
13116,34093,en
13117,34093,fr
13118,77041,en
13119,167087,es
13120,34196,pt
13121,54380,pt
13122,15443,en
13123,36815,en
13124,36815,la
13125,111017,en
13126,37598,en
13127,40957,en
13128,33539,en
13129,41749,en
13130,88930,en
13131,31835,en
13132,60966,en
13133,85926,en
13134,1918,he
13135,20511,en
13136,20511,es
13137,22377,da
13138,22377,en
13139,22377,vi
13140,22377,de
13141,1093,de
13142,1093,fr
13143,45212,en
13144,12622,ja
13145,25283,sv
13146,18047,en
13147,15018,sv
13148,438,es
13149,438,en
13150,438,fr
13151,24546,cs
13152,24546,en
13153,57953,en
13154,42222,en
13155,42222,fr
13156,42222,de
13157,42222,ru
13158,11297,ko
13159,11196,da
13160,33431,ja
13161,18770,en
13162,18770,zh
13163,37988,fi
13164,40916,en
13165,42837,de
13166,1589,en
13167,13374,en
13168,9688,en
13169,228890,en
13170,10040,en
13171,11638,fr
13172,11638,en
13173,11638,pl
13174,11638,pt
13175,540,en
13176,45218,en
13177,45218,bn
13178,44540,en
13179,21666,en
13180,23916,en
13181,52277,is
13182,32208,es
13183,44634,en
13184,84298,en
13185,84298,es
13186,76499,en
13187,43865,en
13188,48598,de
13189,72847,en
13190,93313,en
13191,32078,en
13192,32078,el
13193,32078,zh
13194,26038,en
13195,26038,de
13196,26038,pl
13197,45694,de
13198,43029,en
13199,43029,fr
13200,42622,en
13201,27495,en
13202,19884,ja
13203,47007,es
13204,37748,en
13205,37748,it
13206,37748,es
13207,52302,ja
13208,24922,cn
13209,24922,en
13210,24922,zh
13211,39327,en
13212,86458,en
13213,86458,pt
13214,22434,en
13215,12778,en
13216,42106,es
13217,16198,ja
13218,15283,ja
13219,158,de
13220,1772,en
13221,5996,en
13222,5996,fr
13223,53939,en
13224,19665,en
13225,19665,fr
13226,36006,en
13227,73604,en
13228,16301,en
13229,47002,ja
13230,14573,ko
13231,18774,en
13232,44154,zh
13233,28448,en
13234,38155,cn
13235,38155,zh
13236,34282,en
13237,27030,fr
13238,42994,it
13239,42994,ja
13240,19545,ja
13241,21131,en
13242,21131,es
13243,47237,en
13244,17592,en
13245,17113,en
13246,187,en
13247,14177,en
13248,11399,fr
13249,23638,en
13250,7364,en
13251,7364,fr
13252,7364,ar
13253,11431,en
13254,11431,pl
13255,11431,pt
13256,52796,en
13257,45824,en
13258,27271,en
13259,51945,fr
13260,51104,en
13261,16551,en
13262,26332,en
13263,24964,en
13264,42229,it
13265,45220,en
13266,45220,de
13267,45220,la
13268,52663,ko
13269,49565,fr
13270,2029,fr
13271,44181,en
13272,24619,en
13273,70926,en
13274,37214,en
13275,37214,ja
13276,37214,it
13277,37214,de
13278,26774,en
13279,31944,en
13280,85673,en
13281,85673,tl
13282,62637,ko
13283,94794,en
13284,50435,fr
13285,42617,en
13286,42617,it
13287,42617,pt
13288,13524,en
13289,13524,de
13290,31219,en
13291,19971,en
13292,47406,it
13293,49225,en
13294,42691,it
13295,42691,ro
13296,9674,ja
13297,3875,da
13298,24182,it
13299,38770,en
13300,74948,en
13301,14689,en
13302,69321,en
13303,31321,cs
13304,26638,it
13305,37512,de
13306,9653,de
13307,19673,pl
13308,14842,en
13309,27883,en
13310,41115,it
13311,41115,es
13312,41115,fr
13313,32085,en
13314,43824,en
13315,41954,en
13316,41954,fr
13317,41954,de
13318,41954,es
13319,42611,fr
13320,54156,de
13321,54156,fr
13322,39225,en
13323,30204,en
13324,30204,es
13325,40633,en
13326,4595,fr
13327,26182,en
13328,42260,de
13329,31442,de
13330,31442,ru
13331,775,fr
13332,775,xx
13333,36971,es
13334,50183,de
13335,50183,ru
13336,7342,en
13337,45267,de
13338,45267,it
13339,33641,en
13340,13618,en
13341,9636,en
13342,32128,en
13343,36984,en
13344,48580,fr
13345,36843,en
13346,18871,en
13347,18871,es
13348,69069,en
13349,45713,ja
13350,104193,ja
13351,64167,en
13352,124083,fr
13353,124083,wo
13354,68528,ja
13355,185987,ja
13356,34595,en
13357,39851,cn
13358,39851,en
13359,39851,fr
13360,84084,en
13361,84087,en
13362,7453,en
13363,15961,de
13364,6183,de
13365,6183,pl
13366,8220,es
13367,35170,cn
13368,35170,zh
13369,20187,en
13370,38151,en
13371,38151,it
13372,20628,en
13373,43003,en
13374,43003,fr
13375,43003,es
13376,16250,en
13377,10065,en
13378,49920,en
13379,31065,en
13380,22033,en
13381,37992,en
13382,32850,en
13383,68883,cn
13384,43379,en
13385,43379,it
13386,9393,de
13387,16972,en
13388,16972,yi
13389,21325,ja
13390,21325,ru
13391,13409,en
13392,14287,en
13393,24363,en
13394,24363,fr
13395,13073,en
13396,13073,he
13397,35384,en
13398,113178,en
13399,8976,en
13400,27360,en
13401,29078,en
13402,38717,en
13403,13020,en
13404,11679,en
13405,25007,en
13406,1495,ar
13407,1495,en
13408,1495,it
13409,1495,la
13410,10066,en
13411,10066,ru
13412,1640,en
13413,1640,fa
13414,1640,es
13415,1640,zh
13416,1640,ko
13417,67445,en
13418,11171,en
13419,14750,en
13420,43260,en
13421,11799,en
13422,11799,fr
13423,11799,de
13424,11799,es
13425,53116,es
13426,24444,ja
13427,83995,en
13428,42626,en
13429,43881,en
13430,46594,uk
13431,43344,es
13432,26614,fr
13433,133750,pt
13434,133750,es
13435,16902,en
13436,41131,cs
13437,41131,en
13438,41131,fr
13439,41131,de
13440,41131,he
13441,41131,hu
13442,41131,pl
13443,31414,hu
13444,40730,en
13445,15318,ja
13446,13384,en
13447,48993,en
13448,9463,ja
13449,13163,en
13450,20625,en
13451,1566,en
13452,1566,de
13453,21997,en
13454,30624,en
13455,44658,fr
13456,44658,it
13457,44658,ru
13458,48130,en
13459,48130,fr
13460,48130,pl
13461,27233,ja
13462,41386,en
13463,24078,en
13464,43271,es
13465,26541,en
13466,26541,th
13467,63066,es
13468,18050,zh
13469,18050,cn
13470,18050,en
13471,155325,da
13472,155325,en
13473,155325,pl
13474,31819,en
13475,14672,en
13476,11628,de
13477,11628,it
13478,10913,en
13479,11605,en
13480,11605,es
13481,16976,ja
13482,38643,en
13483,10027,en
13484,10027,de
13485,10027,es
13486,2444,de
13487,2444,es
13488,43429,es
13489,19413,it
13490,11139,fr
13491,10837,en
13492,32610,en
13493,1279,ko
13494,1895,en
13495,9981,en
13496,9981,it
13497,4379,cs
13498,4379,en
13499,4379,pt
13500,31200,en
13501,37215,en
13502,56946,hy
13503,56946,fr
13504,56946,ku
13505,56946,ru
13506,11019,en
13507,28423,en
13508,14694,cs
13509,14694,en
13510,14694,fr
13511,14694,it
13512,20271,it
13513,29872,en
13514,85014,cn
13515,34856,en
13516,34856,zh
13517,27,en
13518,16373,en
13519,25649,ko
13520,19398,nl
13521,19398,en
13522,19398,de
13523,19398,th
13524,43506,en
13525,953,en
13526,953,fr
13527,953,pt
13528,953,es
13529,953,th
13530,16605,en
13531,42268,en
13532,13064,en
13533,14358,en
13534,14358,es
13535,26825,en
13536,12700,en
13537,9291,en
13538,19316,en
13539,19316,zh
13540,34309,en
13541,921,en
13542,9779,en
13543,9779,el
13544,9779,es
13545,9787,en
13546,9787,es
13547,16932,fr
13548,23825,en
13549,787,en
13550,787,es
13551,14199,en
13552,10226,it
13553,10226,en
13554,10226,fr
13555,21295,en
13556,20651,hi
13557,56321,fr
13558,9528,en
13559,9528,fr
13560,9528,de
13561,9528,pl
13562,12109,en
13563,47945,en
13564,13935,en
13565,20941,es
13566,18289,en
13567,18289,ja
13568,43471,en
13569,65579,en
13570,3011,en
13571,13589,en
13572,13589,fr
13573,11620,en
13574,43354,en
13575,272,en
13576,272,ur
13577,272,zh
13578,5845,ja
13579,15767,ja
13580,15767,en
13581,15767,cn
13582,44524,en
13583,44524,fr
13584,44524,de
13585,15648,en
13586,15648,de
13587,9709,en
13588,29080,en
13589,29080,he
13590,29080,es
13591,10274,en
13592,10274,it
13593,45881,en
13594,25248,en
13595,11451,en
13596,25312,en
13597,11683,en
13598,11683,fr
13599,11683,it
13600,11683,pl
13601,11683,es
13602,9722,en
13603,9722,es
13604,2287,en
13605,18497,ar
13606,18497,fr
13607,18497,es
13608,43888,en
13609,43888,fr
13610,2994,it
13611,76094,en
13612,1382,en
13613,9534,es
13614,33908,cn
13615,33908,ja
13616,33908,ko
13617,33908,zh
13618,14653,fr
13619,9976,it
13620,9976,de
13621,276,de
13622,28000,en
13623,38731,en
13624,25876,en
13625,93775,en
13626,25426,en
13627,25426,es
13628,38046,en
13629,24703,en
13630,24703,sh
13631,2151,en
13632,42491,en
13633,102841,en
13634,42488,en
13635,42488,sv
13636,120747,en
13637,26323,en
13638,12574,en
13639,115565,en
13640,22968,en
13641,31901,en
13642,50536,en
13643,15719,en
13644,28455,en
13645,15938,en
13646,15938,ru
13647,2095,en
13648,2095,la
13649,18503,it
13650,20914,it
13651,22553,en
13652,26762,en
13653,34308,en
13654,43809,en
13655,11588,en
13656,74,en
13657,16659,en
13658,39464,ja
13659,28270,ar
13660,28270,en
13661,28270,fr
13662,28270,de
13663,28270,hu
13664,4889,en
13665,1667,fr
13666,1667,en
13667,78293,en
13668,78293,fr
13669,100196,en
13670,13014,en
13671,13014,pt
13672,18257,en
13673,7233,en
13674,78344,he
13675,73376,en
13676,9009,en
13677,1553,fr
13678,9738,en
13679,14278,en
13680,55650,sv
13681,125360,en
13682,9522,en
13683,14922,en
13684,14922,es
13685,77593,en
13686,17599,en
13687,28706,en
13688,48232,en
13689,26654,en
13690,1826,fr
13691,54858,cn
13692,54858,zh
13693,43100,de
13694,43100,it
13695,36484,en
13696,21886,en
13697,84079,en
13698,43367,en
13699,21115,de
13700,21115,ja
13701,21115,ko
13702,36401,pl
13703,38530,pl
13704,38516,pl
13705,14646,fr
13706,10476,en
13707,11309,en
13708,34012,en
13709,34012,es
13710,21366,en
13711,21366,fr
13712,21366,de
13713,21366,tr
13714,31063,en
13715,33693,en
13716,1635,en
13717,13341,es
13718,13341,en
13719,1696,es
13720,1696,en
13721,9775,es
13722,11459,en
13723,10048,en
13724,10048,de
13725,10048,ko
13726,10048,ru
13727,10048,es
13728,11648,en
13729,11648,hy
13730,15258,en
13731,123049,en
13732,42719,en
13733,42719,it
13734,41776,en
13735,72899,hu
13736,72899,en
13737,72899,fr
13738,57866,en
13739,10542,de
13740,12497,tr
13741,12497,el
13742,12497,en
13743,5237,en
13744,32242,ko
13745,37632,ar
13746,37632,en
13747,37632,fr
13748,37632,he
13749,37632,uk
13750,16320,en
13751,16320,zh
13752,19112,en
13753,37640,en
13754,193661,en
13755,12259,hi
13756,308,en
13757,25074,cn
13758,26935,ko
13759,5319,hi
13760,27449,en
13761,27449,fr
13762,85783,en
13763,39946,en
13764,54139,en
13765,26579,en
13766,40254,ko
13767,18882,en
13768,42689,en
13769,6519,en
13770,13919,en
13771,25956,es
13772,1444,en
13773,11453,nl
13774,11453,en
13775,11453,pl
13776,11453,pt
13777,9913,en
13778,8292,es
13779,8292,en
13780,13922,en
13781,13922,ja
13782,24461,en
13783,14166,en
13784,14166,es
13785,501,en
13786,31542,it
13787,18165,en
13788,27292,en
13789,57103,en
13790,37204,en
13791,41279,en
13792,32051,en
13793,37284,ko
13794,37254,en
13795,18976,en
13796,42741,fr
13797,17110,en
13798,25975,en
13799,17824,en
13800,17824,de
13801,11328,da
13802,108348,en
13803,15907,en
13804,68850,ar
13805,68850,en
13806,68850,de
13807,46825,fr
13808,22965,en
13809,11848,en
13810,34921,en
13811,37270,en
13812,27217,en
13813,27217,is
13814,27217,no
13815,25199,en
13816,53857,en
13817,306323,fi
13818,52660,en
13819,85420,en
13820,43313,en
13821,12147,de
13822,31977,en
13823,31977,hi
13824,6957,en
13825,6957,es
13826,1917,fr
13827,79684,en
13828,16764,en
13829,11460,en
13830,11460,ru
13831,33459,en
13832,14674,it
13833,14134,hi
13834,19404,hi
13835,42034,en
13836,94529,en
13837,94529,it
13838,445,fr
13839,74840,es
13840,9564,de
13841,9564,fr
13842,102081,en
13843,21290,en
13844,20874,ka
13845,20874,ru
13846,37185,cn
13847,37185,en
13848,37185,zh
13849,17186,en
13850,14175,en
13851,4442,en
13852,4442,fr
13853,4442,de
13854,4442,it
13855,59882,en
13856,22741,en
13857,44413,es
13858,65513,fr
13859,13169,en
13860,9042,cs
13861,9042,en
13862,17926,en
13863,15022,cs
13864,15022,en
13865,15022,pl
13866,1985,de
13867,1985,en
13868,1985,it
13869,1985,sw
13870,9335,en
13871,9335,fr
13872,9335,it
13873,56214,en
13874,9007,en
13875,9007,zh
13876,9007,es
13877,9777,en
13878,1830,ar
13879,1830,de
13880,1830,en
13881,1830,fr
13882,1830,ru
13883,1830,es
13884,1830,uk
13885,1830,tr
13886,7182,en
13887,7182,it
13888,10092,en
13889,10092,de
13890,10092,pt
13891,340,en
13892,340,ru
13893,340,uk
13894,1546,en
13895,23703,en
13896,47488,en
13897,15155,en
13898,78734,en
13899,51277,en
13900,61675,en
13901,59704,it
13902,59704,en
13903,65215,en
13904,36832,en
13905,17386,fr
13906,17386,en
13907,16374,en
13908,16374,rw
13909,14759,en
13910,10753,cn
13911,27053,fr
13912,30230,en
13913,11636,zh
13914,11636,cn
13915,11636,en
13916,44407,en
13917,43529,en
13918,22575,en
13919,14286,de
13920,14286,ar
13921,14286,en
13922,61044,en
13923,61044,it
13924,61044,es
13925,1676,en
13926,27645,en
13927,34181,da
13928,26259,zh
13929,77744,en
13930,8814,ja
13931,8814,en
13932,9923,en
13933,9923,pl
13934,7553,en
13935,7553,ru
13936,8202,en
13937,3118,fr
13938,2125,en
13939,1947,en
13940,1947,fr
13941,9074,en
13942,16133,en
13943,16133,ja
13944,10319,de
13945,28001,en
13946,49220,ar
13947,49220,sv
13948,17584,en
13949,42168,en
13950,29656,en
13951,8643,en
13952,9315,ar
13953,9315,de
13954,9315,en
13955,9315,fr
13956,9315,it
13957,9315,ja
13958,3933,en
13959,8923,en
13960,59,en
13961,257,en
13962,15487,en
13963,398,en
13964,18651,en
13965,30941,en
13966,30941,es
13967,10254,th
13968,647,ja
13969,349,fr
13970,14544,en
13971,14544,es
13972,20668,en
13973,11968,en
13974,27176,en
13975,14517,en
13976,33623,fr
13977,31227,ru
13978,120515,en
13979,36909,en
13980,56518,it
13981,56518,la
13982,17209,en
13983,17209,ru
13984,10087,en
13985,11627,fr
13986,11627,de
13987,34870,da
13988,533,en
13989,10703,cn
13990,10703,ko
13991,10703,zh
13992,5236,en
13993,32237,ko
13994,11344,ko
13995,11344,ru
13996,9060,cn
13997,9060,zh
13998,31056,de
13999,31056,pl
14000,31056,pt
14001,43807,en
14002,43807,fr
14003,14788,en
14004,5471,en
14005,5471,is
14006,5471,la
14007,19082,en
14008,46315,cs
14009,45799,it
14010,36498,en
14011,9763,en
14012,9763,es
14013,30082,en
14014,56475,ja
14015,56475,en
14016,24019,en
14017,24019,fr
14018,24019,he
14019,24019,yi
14020,15058,en
14021,10017,en
14022,10475,en
14023,1559,en
14024,20674,en
14025,3527,en
14026,27974,en
14027,11931,en
14028,32990,fi
14029,32990,sv
14030,17010,sv
14031,27759,en
14032,21838,en
14033,12612,en
14034,26513,en
14035,43110,en
14036,10707,en
14037,10707,fr
14038,9910,en
14039,38583,en
14040,77468,sv
14041,15493,fi
14042,53864,en
14043,142,en
14044,56778,en
14045,9621,en
14046,9701,en
14047,45899,fa
14048,3291,en
14049,34662,en
14050,12920,en
14051,56798,it
14052,20853,en
14053,16608,en
14054,25517,en
14055,16430,en
14056,24408,en
14057,791,en
14058,791,hu
14059,791,it
14060,19965,en
14061,38828,en
14062,33241,en
14063,53935,en
14064,2610,en
14065,2610,pl
14066,21246,en
14067,9729,en
14068,15276,en
14069,191599,en
14070,8066,en
14071,18428,en
14072,1656,en
14073,1656,it
14074,1656,es
14075,182097,ar
14076,182097,he
14077,41566,en
14078,6963,cs
14079,6963,en
14080,215,en
14081,2313,en
14082,45967,ja
14083,37124,en
14084,16729,it
14085,178469,ar
14086,178469,ce
14087,178469,ru
14088,31718,en
14089,226594,sv
14090,226594,en
14091,226594,ru
14092,10915,it
14093,5335,it
14094,9993,en
14095,9993,vi
14096,8274,en
14097,25918,en
14098,29111,fr
14099,20128,en
14100,20128,de
14101,20128,hu
14102,20128,sr
14103,26845,en
14104,18994,en
14105,12617,en
14106,10799,fr
14107,42000,ja
14108,36102,it
14109,3554,en
14110,14897,da
14111,1951,en
14112,68013,en
14113,16022,en
14114,23196,en
14115,25763,es
14116,25763,en
14117,35580,en
14118,259,fr
14119,34207,es
14120,32117,it
14121,19354,xx
14122,28170,en
14123,10851,en
14124,16231,en
14125,16231,ja
14126,81220,en
14127,25,en
14128,25,es
14129,25,ar
14130,25,la
14131,105299,en
14132,15083,he
14133,15083,yi
14134,9982,en
14135,13994,en
14136,13994,ru
14137,73473,es
14138,12877,en
14139,11661,en
14140,11661,fr
14141,11661,de
14142,11661,la
14143,5620,fr
14144,5620,de
14145,23220,en
14146,43440,en
14147,43440,es
14148,39261,en
14149,39261,it
14150,54801,en
14151,28667,en
14152,38761,en
14153,7974,fi
14154,60409,tr
14155,60409,fi
14156,60409,en
14157,44389,en
14158,10060,en
14159,46917,ja
14160,10033,en
14161,231,ar
14162,231,en
14163,231,fa
14164,231,ur
14165,231,fr
14166,231,zh
14167,59388,en
14168,59388,fi
14169,41764,sv
14170,28212,fr
14171,68098,fi
14172,8999,en
14173,8999,fr
14174,8555,en
14175,4348,en
14176,47540,en
14177,10064,en
14178,125300,en
14179,125300,hu
14180,9885,sv
14181,9885,en
14182,9392,en
14183,47473,sv
14184,20347,ja
14185,14837,en
14186,674,en
14187,674,fr
14188,24625,en
14189,69,en
14190,69,ru
14191,1833,en
14192,44163,ja
14193,65045,it
14194,46591,it
14195,6795,en
14196,11421,fr
14197,7301,en
14198,108843,en
14199,16156,en
14200,24618,en
14201,1420,en
14202,9005,en
14203,13499,en
14204,17952,en
14205,7548,en
14206,20436,cs
14207,20436,en
14208,7010,en
14209,6529,en
14210,20345,it
14211,15184,en
14212,15184,it
14213,86666,en
14214,86666,ja
14215,24223,en
14216,24223,el
14217,24223,ru
14218,24223,tr
14219,3124,en
14220,8425,fr
14221,44710,fr
14222,2153,en
14223,48121,fr
14224,48121,it
14225,48121,pt
14226,48121,es
14227,48121,en
14228,42489,en
14229,116,en
14230,35124,es
14231,43176,en
14232,5741,en
14233,20416,fr
14234,20416,en
14235,41189,en
14236,19215,en
14237,84090,en
14238,253250,en
14239,67,ar
14240,67,en
14241,411,en
14242,411,de
14243,254,en
14244,1904,en
14245,1904,ja
14246,9043,en
14247,2008,en
14248,2008,de
14249,2008,zh
14250,21454,en
14251,42687,en
14252,27915,es
14253,14695,en
14254,14695,es
14255,27031,ja
14256,917,hi
14257,17595,en
14258,43322,pl
14259,43118,ru
14260,19058,en
14261,36826,en
14262,22908,en
14263,42234,pt
14264,9515,en
14265,9515,pl
14266,16151,en
14267,29595,en
14268,9721,en
14269,20858,en
14270,20858,de
14271,20858,es
14272,35896,en
14273,80316,en
14274,23478,en
14275,92272,en
14276,92272,fr
14277,84847,en
14278,43812,en
14279,23606,ja
14280,2777,ko
14281,25651,ko
14282,25650,ko
14283,8290,de
14284,8290,fr
14285,8290,en
14286,17382,it
14287,8053,en
14288,8053,es
14289,20003,en
14290,20003,it
14291,43350,en
14292,11466,en
14293,11466,sv
14294,21040,sv
14295,13653,es
14296,36775,en
14297,36775,de
14298,36775,es
14299,56373,en
14300,56373,it
14301,612,ar
14302,612,de
14303,612,el
14304,612,en
14305,612,fr
14306,612,he
14307,612,it
14308,612,ru
14309,9899,en
14310,546,en
14311,2800,en
14312,2800,es
14313,9641,en
14314,7552,en
14315,9927,en
14316,9681,en
14317,10773,en
14318,18840,en
14319,18840,fr
14320,18840,zh
14321,18840,ru
14322,18840,es
14323,18189,en
14324,4495,es
14325,22014,ar
14326,22014,fr
14327,18614,pl
14328,22975,en
14329,10597,en
14330,88953,cs
14331,10809,es
14332,13925,en
14333,13925,xx
14334,9687,en
14335,33081,hi
14336,20546,en
14337,20530,ja
14338,9568,it
14339,9568,de
14340,9568,en
14341,43899,en
14342,107667,es
14343,18809,en
14344,17835,en
14345,17835,ru
14346,6935,fr
14347,20641,en
14348,154105,en
14349,66192,en
14350,11400,en
14351,37910,ja
14352,90967,en
14353,13669,en
14354,13669,de
14355,60566,en
14356,60566,es
14357,30095,en
14358,16665,en
14359,16665,gd
14360,63395,en
14361,43355,en
14362,14241,en
14363,79406,ja
14364,92285,en
14365,42269,it
14366,55544,xx
14367,4550,en
14368,4550,ja
14369,4550,ko
14370,36380,pl
14371,16433,en
14372,30669,en
14373,78315,en
14374,44345,en
14375,46041,en
14376,46041,de
14377,21735,en
14378,21735,fr
14379,21735,de
14380,6934,zu
14381,174865,en
14382,34081,en
14383,10045,fr
14384,168705,en
14385,168705,pt
14386,1690,en
14387,9900,en
14388,9900,pt
14389,9044,en
14390,9918,en
14391,17379,en
14392,17379,fr
14393,10982,en
14394,25608,en
14395,834,en
14396,834,fr
14397,834,hu
14398,25890,en
14399,39345,da
14400,39345,en
14401,39345,it
14402,44940,en
14403,26782,uk
14404,37865,en
14405,37865,pt
14406,27742,ja
14407,72856,en
14408,4772,en
14409,14226,ja
14410,14226,zh
14411,2455,fr
14412,12701,en
14413,21519,cn
14414,21519,pt
14415,27622,en
14416,43626,en
14417,43626,hu
14418,16553,en
14419,25652,ko
14420,45802,fr
14421,39788,pl
14422,12517,fr
14423,65891,en
14424,24580,en
14425,11246,en
14426,49683,en
14427,52728,ja
14428,23957,en
14429,49653,ru
14430,27344,en
14431,7295,en
14432,7295,hu
14433,78237,es
14434,29952,es
14435,28638,ja
14436,14942,en
14437,7509,hi
14438,24269,en
14439,2117,de
14440,47250,en
14441,36768,fi
14442,29040,fi
14443,9912,en
14444,9912,fr
14445,9912,ru
14446,24163,cn
14447,1969,en
14448,1969,es
14449,31858,en
14450,8435,en
14451,34187,en
14452,12116,fr
14453,53367,en
