movie_id,title,original_language,status,revenue,budget,release_date,runtime,popularity,vote_average,vote_count
42635,Rachel Rachel,en,Released,0,0,1/1/1968,101,1.464778,6,17
11908,Hatchet,en,Released,0,0,4/27/2006,83,8.956081,5.7,161
15017,Blonde Ambition,en,Released,0,10000000,12/21/2007,93,2.546359,3.9,30
86241,Welcome to L A ,en,Released,0,0,11/12/1976,106,1.011199,5.5,4
8875,Timber Falls,en,Released,0,2600000,12/7/2007,97,2.304122,5.2,38
37780,The Sensation Of Sight,en,Released,0,0,8/1/2006,134,0.292292,0,0
18290,Arranged,en,Released,0,0,3/10/2007,90,1.062884,6,13
10247,He Was a Quiet Man,en,Released,0,0,11/23/2007,95,4.176044,6.5,83
43604,Viva Villa,en,Released,0,0,4/27/1934,115,0.331916,5,5
3575,The Return of Doctor X,en,Released,0,0,12/2/1939,62,0.668053,5.6,7
28303,The Cheyenne Social Club,en,Released,0,0,6/12/1970,103,2.506287,6,15
27507,Laugh Clown Laugh,en,Released,0,293000,4/14/1928,73,0.815852,6.4,7
71068,The Iron Horse,en,Released,0,0,8/24/1924,150,0.990037,7.1,11
111747,Just Pals,en,Released,0,0,10/21/1920,50,0.126531,6.8,3
32716,3 Bad Men,en,Released,0,0,8/28/1926,92,0.970037,7.3,8
41845,Heaven and Earth,ja,Released,0,0,11/24/1990,104,0.142154,5.6,4
25078,Cat Soup,ja,Released,0,0,2/21/2001,34,0.581091,7.4,27
14069,The Girl Who Leapt Through Time,ja,Released,3800000,0,7/15/2006,98,12.430158,7.8,435
15053,Sex and Breakfast,en,Released,0,0,11/29/2007,81,0.792998,4.9,11
81522,What,it,Released,0,0,12/7/1972,114,1.338179,6.1,23
6933,One Missed Call,en,Released,0,20000000,1/4/2008,87,11.104479,4.7,174
14423,First Sunday,en,Released,38804615,0,1/11/2008,96,7.383961,5.3,40
8090,Untraceable,en,Released,32483410,35000000,1/22/2008,101,7.85217,5.9,241
7555,Rambo,en,Released,113244290,50000000,1/24/2008,92,9.91556,6.4,1009
16988,How She Move,en,Released,0,0,1/25/2008,94,0.868266,3,6
7278,Meet the Spartans,en,Released,84646831,30000000,1/24/2008,84,6.416753,3.8,370
9030,The Eye,en,Released,56309766,12000000,2/1/2008,98,8.233662,5.5,284
14220,Strange Wilderness,en,Released,6575282,0,2/1/2008,87,5.024661,4.7,70
13160,Over Her Dead Body,en,Released,0,10000000,2/1/2008,95,5.478127,5.3,147
27357,Fallen Art,en,Released,0,0,1/1/2004,6,0.481611,7.6,22
10834,Kings of the Road,de,Released,0,0,3/4/1976,175,6.008315,7.1,11
13059,The Signal,en,Released,249905,50000,2/22/2007,103,11.329733,5.9,85
11253,Hellboy II The Golden Army,en,Released,160388063,85000000,7/11/2008,120,11.928661,6.5,1555
58470,The Green Man,en,Released,0,0,12/21/1956,80,0.308907,6.6,6
38007,Ira and Abby,en,Released,0,0,1/1/2006,104,1.238213,5.8,9
8321,In Bruges,en,Released,34533783,15000000,2/8/2008,107,9.895652,7.4,1414
17665,The Shoes of the Fisherman,en,Released,0,0,1/1/1968,156,1.795249,6.1,10
4034,That Man from Rio,fr,Released,0,0,2/5/1964,110,2.789067,7.1,32
1479,Clean Shaven,en,Released,0,68000,9/5/1993,79,3.143971,7,24
2282, nos amours,fr,Released,0,0,11/16/1983,102,3.609326,5.6,37
100526,Thunder Rock,en,Released,0,0,12/4/1942,112,0.225312,7.3,3
62652,Bamako,bm,Released,111000,2000000,6/21/2006,115,0.367324,6.4,9
53094,World on a Wire,de,Released,0,0,10/14/1973,213,5.168563,7.2,33
244145,The Bottom of the Sea,es,Released,0,0,8/27/2003,0,0.302424,6.7,6
59474,Cazuza Time Doesnt Stop,pt,Released,0,0,6/11/2004,98,1.519792,6.9,34
19275,Future by Design,en,Released,0,250000,6/10/2006,86,0.259383,7.6,6
7973,Caramel,ar,Released,0,0,7/1/2007,96,4.882962,6.8,53
15020,Poor Boys Game,en,Released,0,0,2/11/2007,104,1.694417,5.4,6
34981,Operation Homecoming Writing the Wartime Experience,en,Released,0,0,2/9/2007,81,0.0391,5,1
13054,Rise of the Footsoldier,en,Released,0,4000000,9/7/2007,119,11.397219,6.8,80
18893,Joe Strummer The Future Is Unwritten,en,Released,0,0,5/18/2007,123,2.388657,7.3,20
55294,Canvas,en,Released,0,1500000,11/12/2006,101,1.130269,6.1,5
43691,The Count of Monte Cristo,en,Released,0,0,9/6/1934,113,0.573468,5.6,14
7839,Wedding Daze,en,Released,0,0,9/9/2006,90,5.847729,5.2,96
77245,The Prisoner of Shark Island,en,Released,0,0,2/28/1936,96,3.16183,7,12
19384,Dark Angel,en,Released,9229401,7000000,1/26/1990,91,7.958502,5.5,75
13121,Teeth,en,Released,0,0,1/19/2007,94,6.523545,5.2,213
71072,Crime Zone,en,Released,0,0,3/31/1989,96,0.015817,3.9,7
46885,Visiting Hours,en,Released,0,0,5/21/1982,105,2.544855,5.4,22
13315,Big Bang Love Juvenile A,ja,Released,0,0,8/26/2006,85,1.521943,6.5,18
42041,Norikos Dinner Table,ja,Released,0,0,6/4/2005,159,1.326198,6.8,34
13490,Welcome Home Roscoe Jenkins,en,Released,43650785,35000000,2/8/2008,114,4.386145,5.7,58
8676,Fools Gold,en,Released,111231041,70000000,2/7/2008,112,9.4548,5.4,454
43705,The Great Lie,en,Released,0,0,4/12/1941,108,2.326138,6.1,11
12855,Blue State,en,Released,0,0,4/27/2007,88,5.015328,6.2,13
37003,U2 3D,en,Released,22730842,15000000,5/19/2007,85,0.900864,6.7,10
15030,Deep Water,en,Released,0,0,12/15/2006,92,6.198833,6.7,13
12167,The Art of Negative Thinking,no,Released,0,0,11/3/2006,93,1.170779,7,6
28093,In Which We Serve,en,Released,0,0,9/16/1942,115,0.861823,6.6,18
20520,The Motel,en,Released,0,0,1/1/2005,75,0.275344,7,3
76235,Hunger,da,Released,0,0,8/19/1966,112,0.47293,7.5,11
48131,The Shout,en,Released,0,0,1/1/1978,86,4.906256,6.4,22
8247,Jumper,en,Released,222231186,85000000,2/10/2008,88,11.03897,5.9,1855
7992,Its a Free World   ,en,Released,0,0,9/1/2007,96,1.116784,6.1,23
14105,Already Dead,en,Released,0,0,12/11/2007,93,0.883553,4.4,6
8390,Definitely Maybe,en,Released,55447968,0,2/8/2008,112,12.553657,6.7,638
21490,I Live in Fear,ja,Released,0,0,11/22/1955,103,1.645971,6.8,20
95169,Four Sons,en,Released,0,0,2/13/1928,100,0.320026,6.8,4
13641,The Air I Breathe,en,Released,0,0,2/7/2007,95,8.876157,6.1,115
113788,Hangmans House,en,Released,0,0,5/13/1928,80,0.179627,6.3,4
18652,Street Thief,en,Released,0,0,8/7/2006,86,0.727965,6.3,11
125742,The 10th District Court Moments of Trial,fr,Released,0,0,6/2/2004,105,0.636021,6.5,2
7461,Vantage Point,en,Released,151161491,40000000,2/1/2008,90,7.001645,6.3,731
8204,The Spiderwick Chronicles,en,Released,162839667,90000000,2/14/2008,95,11.133784,6.3,593
8328,Step Up 2 The Streets,en,Released,150816700,23000000,2/14/2008,98,7.667579,6.5,658
14073,Jodhaa Akbar,hi,Released,13000000,8376800,2/15/2008,213,12.237488,7.6,74
94009,Born Reckless,en,Released,0,0,6/6/1930,82,0.365704,5,2
12650,Il Mare,ko,Released,0,0,9/9/2000,105,2.816928,7.3,31
72602,Up the River,en,Released,0,0,10/12/1930,85,0.505703,5.7,6
25919,Great World of Sound,en,Released,0,0,1/1/2007,106,0.3097,6,2
15365,Witless Protection,en,Released,0,0,2/22/2008,97,8.655423,3.9,27
12184,The Other Boleyn Girl,en,Released,0,35000000,2/28/2008,115,9.778826,6.4,498
13260,Semi Pro,en,Released,33472850,0,2/28/2008,91,6.733237,5.4,255
7942,Run Fatboy Run,en,Released,33000000,10000000,9/6/2007,100,11.840495,6.2,241
36091,Crying Out Love in the Center of the World,ja,Released,0,0,5/8/2004,138,1.298809,6.9,15
117001,Seas Beneath,en,Released,0,0,1/30/1931,90,0.081761,7,1
38052,Please Vote for Me,en,Released,0,0,1/1/2007,58,0.171225,7,4
13362,Taxi to the Dark Side,en,Released,274661,1000000,4/30/2007,106,6.415898,6.6,53
10844,Out of the Blue,en,Released,0,0,10/12/2006,103,1.020201,5.9,18
21043,The Method,es,Released,0,0,9/22/2005,115,3.049732,6.8,38
23312,Which Way Is Up,en,Released,0,0,1/1/1977,94,1.802461,6.1,11
11161,Grace is Gone,en,Released,0,0,1/21/2007,85,4.022198,6.1,32
6473,The Marksman,en,Released,0,0,1/1/2005,95,6.281762,3.9,25
90387,Gran Paradiso,de,Released,0,0,8/28/2000,0,0.001177,0,0
33034,Keeper of the Flame,en,Released,0,0,1/28/1943,100,0.67635,7.3,6
38804,The Emperor Waltz,en,Released,0,0,6/7/1948,106,1.300086,6,1
21373,Descent,en,Released,0,0,1/1/2007,110,2.703952,3.7,16
13493,College Road Trip,en,Released,68397662,0,3/7/2008,83,6.640014,5,91
7840,10000 BC,en,Released,266000000,105000000,2/22/2008,109,13.99377,5.1,934
8848,The Bank Job,en,Released,64822796,20000000,2/28/2008,112,8.732701,6.6,708
13460,Doomsday,en,Released,22211426,30000000,3/14/2008,108,13.436536,5.8,374
12222,Horton Hears a Who,en,Released,297138014,85000000,3/3/2008,88,8.326699,6.3,927
8461,Funny Games,en,Released,7938872,15000000,10/20/2007,112,6.841586,6.3,562
7862,The Counterfeiters,de,Released,0,0,2/9/2007,98,9.637382,7.3,145
12246,Mongol The Rise of Genghis Khan,ru,Released,26527510,18000000,9/20/2007,120,6.375447,6.5,165
16666,War Dance,en,Released,0,0,11/9/2007,105,1.187409,7.3,3
12177,The Love Guru,en,Released,41819064,62000000,6/20/2008,87,6.258666,4.3,243
15511,VeggieTales The Pirates Who Dont Do Anything,en,Released,0,0,1/11/2008,85,2.059236,5.9,25
13025,Diary of the Dead,en,Released,5364858,2000000,9/8/2007,95,12.001324,5.4,194
2239,Hallam Foe,en,Released,60641,8000000,2/16/2007,95,8.762536,6.8,51
7985,Penelope,en,Released,0,15000000,3/1/2006,103,13.442999,6.5,409
7343,City of Men,pt,Released,307076,0,8/31/2007,106,3.527212,6.6,66
28816,Chicago 10,en,Released,0,0,1/1/2007,110,1.165384,6.6,5
14066,Romulus My Father,en,Released,0,0,5/19/2007,104,1.09486,6,13
37300,The Woman in White,en,Released,0,0,5/15/1948,109,0.550873,5.1,6
13016,Zeitgeist,en,Released,0,7000000,6/1/2007,118,4.777597,7,173
10797,Terkel in Trouble,da,Released,0,0,4/2/2004,77,2.213166,6.8,24
6391,Jellyfish,he,Released,0,1800000,5/5/2007,82,0.750591,6.4,10
14011,Justice League The New Frontier,en,Released,5231128,3500000,2/26/2008,75,7.031719,6.6,115
29004,The District,hu,Released,0,0,12/9/2004,87,1.321777,5.3,5
18586,The Hottest State,en,Released,0,0,9/2/2006,117,0.97551,5.3,6
13196,Then She Found Me,en,Released,0,0,9/7/2007,100,4.536658,5.4,51
3764,The Naked Island,ja,Released,0,0,11/23/1960,94,1.771462,7.6,29
14793,Sigur Rs Heima,en,Released,0,0,9/27/2007,97,1.646559,8,22
8944,What Just Happened,en,Released,6673422,25000000,10/17/2008,104,10.510245,5.2,128
15124,A Little Trip to Heaven,en,Released,0,12000000,12/26/2005,98,2.16269,5.2,21
33166,Downhill Racer,en,Released,0,16500000,11/6/1969,101,2.550124,6.1,24
45757,Saving Sarah Cain,en,Released,0,2349352,8/19/2007,103,0.717755,5.5,4
28260,Return of the Living Dead 3,en,Released,54207,2000000,10/1/1993,97,9.796755,5.9,88
12178,Miss Pettigrew Lives for a Day,en,Released,16051363,0,3/7/2008,92,5.056926,6.8,100
14054,Snow Angels,en,Released,414404,0,3/7/2008,106,5.080935,6.3,50
8060,Married Life,en,Released,0,12000000,9/12/2007,90,2.381704,6.1,38
22551,Believers,en,Released,0,0,6/11/2007,95,2.209294,4.5,13
43797,Sun Valley Serenade,en,Released,0,0,8/29/1941,86,0.77811,6,3
383,Mala Noche,en,Released,0,22500,2/5/1986,78,2.916721,6,20
78307,On the Outs,en,Released,0,0,9/11/2004,86,0.254917,5.9,6
12453,Stupid Boy,fr,Released,0,0,3/10/2004,94,0.744643,4.4,9
28205,The Class,et,Released,0,0,3/16/2007,99,4.124123,7.6,54
155,The Dark Knight,en,Released,1004558444,185000000,7/16/2008,152,123.167259,8.3,12269
72608,Doctor Bull,en,Released,0,0,9/22/1933,79,0.418583,5,2
29369,Made in U S A,fr,Released,0,50000,12/3/1966,90,1.208341,6.5,16
29907,Restless Natives,en,Released,0,0,1/1/1985,89,0.953686,6.3,8
46883,Quiet City,en,Released,15425,2500,3/12/2007,78,0.404753,6.6,7
36527,Phar Lap,en,Released,0,0,8/11/1983,107,0.709445,7.3,9
79161,51 Birch Street,en,Released,0,0,10/18/2006,90,0.228169,6.8,6
18070,Black Dawn,en,Released,0,16000000,1/1/2005,96,9.989719,3.6,21
14014,The Hammer,en,Released,0,0,4/1/2007,88,1.46346,6.5,15
8456,Never Back Down,en,Released,41627431,20000000,3/4/2008,115,14.753931,6.5,511
22521,Terrors Advocate,en,Released,0,0,6/6/2007,135,1.33924,6.7,11
79156,9 Star Hotel,en,Released,0,0,7/22/2007,78,0.003741,0,0
42536,Napoleon,fr,Released,0,0,11/14/1927,332,1.742727,7.9,28
13688,CJ7,cn,Released,47301471,0,1/30/2008,86,5.917685,6.1,110
8457,Drillbit Taylor,en,Released,0,40000000,3/20/2008,102,7.855932,5.5,284
86792,Dead Awake,en,Released,0,0,11/6/2001,100,0.407369,7,3
32579,Under the Same Moon,es,Released,23311391,0,3/20/2008,106,2.410635,7,28
11534,Tropical Malady,th,Released,0,0,4/29/2005,118,1.42333,6.6,26
18633,Slipstream,en,Released,27769,0,2/10/2007,96,10.627974,5.5,22
19333,Terror of Mechagodzilla,ja,Released,0,0,3/15/1975,83,2.168262,5.6,23
31409,The Smiling Lieutenant,en,Released,0,0,8/1/1931,93,1.209386,6.6,14
13495,Alatriste,es,Released,23321954,24000000,9/1/2006,145,5.035414,5.6,62
27323,Joysticks,en,Released,3952448,300000,3/4/1983,88,2.290725,5.2,14
22060,Spirit Trap,en,Released,0,4500000,8/12/2005,91,1.099967,4.1,8
511,The Promised Land,pl,Released,0,0,2/21/1975,179,0.902102,7,10
7797,Youth Without Youth,en,Released,0,0,10/26/2007,125,3.934387,6.5,47
8093,Khadak,en,Released,0,0,8/31/2006,104,0.521339,6.6,5
8065,21,en,Released,69823199,35000000,3/27/2008,123,8.33756,6.5,1406
12890,Smart People,en,Released,10569964,7000000,4/11/2008,95,3.756539,5.8,74
15185,Pierrepoint The Last Hangman,en,Released,0,0,12/7/2005,98,1.987406,7.7,16
44813,The Hawk Is Dying,en,Released,0,0,3/30/2007,112,0.209747,5.8,4
60612,Le Bal,fr,Released,0,0,12/21/1983,110,0.674605,7.4,12
31421,The Gymnast,en,Released,0,0,4/11/2006,96,0.618117,7.5,8
24411,The Shepherd Border Patrol,en,Released,0,0,3/4/2008,95,3.330171,5.1,30
4942,Leatherheads,en,Released,41299492,58000000,3/24/2008,114,9.37102,5.7,131
14044,Assembly,en,Released,34786960,16000000,10/9/2007,124,7.404835,7.1,35
42143,Why Not,ja,Released,0,0,1/8/1981,151,0.41307,6.7,3
11483,Pirates,en,Released,1641825,40000000,5/8/1986,124,3.916952,6.2,47
36223,Zebraman,ja,Released,0,0,1/30/2004,115,1.184277,6.8,25
25904,Marketa Lazarov,cs,Released,0,0,11/24/1967,162,2.484463,8,32
8988,Stop Loss,en,Released,11207130,25000000,3/28/2008,113,5.430566,6.1,84
7944,Shine a Light,en,Released,0,0,2/7/2008,122,2.43629,7.2,45
18031,Dark Matter,en,Released,0,0,1/23/2007,90,1.948537,6.4,16
18218,The Business of Being Born,en,Released,0,0,1/1/2008,87,1.057283,7.3,13
46982,Black Peter,cs,Released,0,0,4/16/1964,85,0.953547,7.3,10
13317,The Aerial,es,Released,0,0,4/17/2007,99,1.59064,7.1,19
14272,Chan Is Missing,en,Released,0,0,1/1/1982,80,0.506267,7.5,6
28705,Close to Home,en,Released,0,0,7/15/2005,98,0.370231,6.3,6
35760,White Palms,hu,Released,0,0,1/15/2006,97,0.550164,7.4,7
16283,Saawariya,hi,Released,0,0,11/7/2007,142,1.859399,5.5,25
7351,Julia,en,Released,1300000,6000000,2/9/2008,138,2.002032,7.2,23
8281,I Always Wanted to Be a Gangster,fr,Released,0,0,1/18/2008,108,1.839285,7.3,22
99339,Just Anybody,fr,Released,0,0,4/2/2008,121,0.238914,5,1
8267,The Popes Toilet,es,Released,0,0,5/21/2007,90,1.589157,6.8,14
13312,Inside,fr,Released,0,3000000,6/13/2007,79,8.159445,6.7,152
10488,Nims Island,en,Released,100076342,37000000,4/3/2008,96,7.558125,5.6,341
11152,The Ruins,en,Released,0,8000000,4/2/2008,91,7.192452,5.6,270
15260,Joy Division,en,Released,0,0,9/7/2007,93,1.394174,7.7,22
18181,Manda Bala Send a Bullet,en,Released,0,0,1/20/2007,85,0.507587,5.4,5
9870,Forgetting Sarah Marshall,en,Released,105173115,30000000,4/17/2008,111,15.106676,6.4,1194
14424,Sex and Death 101,en,Released,0,0,6/15/2007,100,4.456694,5.6,67
11918,Superhero Movie,en,Released,25871834,35000000,3/27/2008,85,7.876483,4.9,394
1266,Street Kings,en,Released,65569869,20000000,4/10/2008,109,13.246795,6.3,369
12473,The Visitor,en,Released,9234510,0,9/7/2007,104,9.04083,6.9,132
13335,Harold and Kumar Escape from Guantanamo Bay,en,Released,43493123,12000000,4/25/2008,107,13.065315,6.2,508
8827,99 francs,fr,Released,0,0,9/25/2007,100,8.204654,6.4,211
12156,Private Property,en,Released,0,0,9/1/2006,95,1.733661,6.4,9
7459,Speed Racer,en,Released,93945766,120000000,5/9/2008,135,7.134168,5.7,359
9997,Gabriel,ab,Released,0,0,11/15/2007,109,3.840024,5,77
28704,Diminished Capacity,en,Released,0,0,7/4/2008,92,1.753039,6.2,3
38376,Nathalie   ,fr,Released,0,0,9/11/2003,105,1.213791,6.1,16
8319,Chapter 27,en,Released,0,0,1/25/2007,84,3.695319,5.7,70
92299,The Thief Who Came to Dinner,en,Released,0,0,3/1/1973,104,0.479557,8.3,4
1729,The Forbidden Kingdom,en,Released,127906624,55000000,4/18/2008,104,6.997601,6.3,476
12179,Where in the World Is Osama Bin Laden,en,Released,0,0,1/21/2008,93,1.476045,6.4,19
13079,The Life Before Her Eyes,en,Released,0,8000000,9/8/2007,90,12.914737,6.1,88
24701,Puff Puff Pass,en,Released,0,0,5/9/2006,94,5.419965,6.1,12
28131,Pulp,en,Released,0,0,11/1/1972,95,1.397348,6.3,8
14324,Virgin Territory,en,Released,5410749,38000000,12/17/2007,93,6.100498,4.3,75
10503,Happy Go Lucky,en,Released,18130888,0,4/18/2008,118,11.361898,6.4,130
13007,Religulous,en,Released,0,0,10/1/2008,101,9.045712,7.2,200
9017,Outpost,en,Released,0,0,3/11/2007,90,5.004215,6,79
25119,Are You Scared,en,Released,0,0,9/12/2006,79,1.487765,3.5,11
53196,Before Flying Back to Earth,en,Released,0,0,10/10/2005,52,0.212159,6,2
38163,Bernard and Doris,en,Released,0,0,9/1/2006,103,1.333473,6.4,22
13258,Son of Rambow,en,Released,6870249,4000000,1/22/2007,96,7.391932,6.7,146
14236,Super High Me,en,Released,0,0,10/13/2007,89,11.320193,5.9,71
13784,Black Friday,en,Released,0,0,4/12/1940,70,1.1357,6.5,7
27918,The Invisible Ray,en,Released,0,0,1/20/1936,80,1.486415,6.2,11
28435,Murders in the Rue Morgue,en,Released,0,0,2/21/1932,61,2.522351,6,20
31604,The Killer Elite,en,Released,0,0,12/19/1975,122,1.3963,5.8,24
38661,Tarzan Escapes,en,Released,0,0,11/6/1936,89,1.610075,6.3,14
40044,Tarzan Finds a Son,en,Released,0,0,6/16/1939,82,2.40912,5.8,22
40214,Tarzans Secret Treasure,en,Released,0,0,12/1/1941,81,1.290506,5.5,13
40045,Tarzans New York Adventure,en,Released,0,0,5/1/1942,71,4.17024,5.7,21
1810,Viva Zapata,en,Released,0,0,2/7/1952,113,5.983838,6.6,41
47120,Antares,de,Released,0,500000,12/3/2004,105,0.927134,5.7,15
7861,Outsourced,en,Released,0,0,9/12/2006,102,8.735319,6.3,58
13018,Deception,en,Released,17741298,25000000,4/24/2008,107,7.720729,5.7,200
8780,Baby Mama,en,Released,63833449,30000000,4/23/2008,99,10.901355,5.8,205
10886,The Unknown Woman,it,Released,0,8000000,10/9/2006,118,3.732055,7.1,49
13650,Delirious,en,Released,0,0,9/26/2006,107,4.297666,6.7,18
29291,Klimt,de,Released,0,0,3/3/2006,131,2.987019,5.5,20
13359,Expelled No Intelligence Allowed,en,Released,7700000,3500000,4/18/2008,90,1.787297,4.1,33
26232,Viva Cuba,en,Released,0,0,4/20/2005,93,0.867439,7.1,9
8617,Prom Night,en,Released,14796236,0,4/10/2008,88,7.18216,4.8,170
6967,The White Massai,de,Released,0,7000000,9/14/2005,131,1.195186,6.4,18
1726,Iron Man,en,Released,585174222,140000000,4/30/2008,126,22.073099,7.4,8951
22194,Possessed,da,Released,0,0,6/25/1999,96,0.529774,6,3
10761,Made of Honor,en,Released,84601681,40000000,5/2/2008,101,6.417385,6,410
12400,Redbelt,en,Released,0,7000000,4/7/2008,99,5.130795,6.4,77
16135,Mister Lonely,en,Released,0,0,12/17/2008,112,2.411188,6.6,21
14000,Anamorph,en,Released,0,0,9/21/2007,107,6.410775,5,49
43664,The Bread My Sweet,en,Released,1023156,600000,4/21/2001,105,0.958152,5,6
8681,Taken,en,Released,226830568,25000000,2/18/2008,93,16.367481,7.2,4444
16450,Hero Wanted,en,Released,0,0,3/28/2008,95,3.382052,5.3,36
12198,Flight of the Red Balloon,fr,Released,0,3000000,5/17/2007,117,2.039973,6.1,15
14784,The Fall,en,Released,3669465,0,1/3/2008,117,15.855108,7.7,430
13001,Stargate The Ark of Truth,en,Released,8900000,7000000,3/11/2008,97,9.218164,6.9,143
13412,Walk All Over Me,en,Released,0,0,1/1/2007,98,2.469353,6.4,9
13162,Blind Dating,en,Released,834457,0,7/28/2006,99,3.691443,6,51
13243,Meet Bill,en,Released,346592,5000000,9/7/2007,97,6.226054,5.9,89
13008,An American Crime,en,Released,0,2000000,7/27/2007,97,7.478007,7.3,165
9029,What Happens in Vegas,da,Released,170000000,35000000,5/7/2008,99,10.054226,5.8,949
15957,White Night,da,Released,0,0,10/26/2007,100,1.055376,5.3,6
8277,American Pie Presents Beta House,en,Released,0,0,12/10/2007,88,7.777928,5.4,480
17106,Numb,en,Released,0,0,4/30/2007,93,2.445362,5.3,26
12586,Bella,en,Released,0,0,9/9/2006,91,1.654328,6.7,37
41648,Fiorile,en,Released,0,0,6/6/1993,118,1.087972,7,6
3014,The Man Between,en,Released,0,0,11/18/1953,100,5.291637,7.3,8
43822,The Stars Look Down,en,Released,0,0,1/22/1940,110,0.703699,6.3,3
87541,The Unknown Soldier,de,Released,0,0,9/21/2006,97,0.050234,5,1
16042,a k a Tommy Chong,en,Released,0,0,6/14/2006,84,1.921223,7.3,11
2454,The Chronicles of Narnia Prince Caspian,en,Released,419651413,225000000,5/15/2008,150,12.490891,6.3,1668
12197,Reprise,no,Released,0,0,7/3/2006,105,1.871718,6.8,29
32684,The Window,en,Released,0,0,8/6/1949,73,0.937987,7.3,11
25527,The Ron Clark Story,en,Released,0,0,8/13/2006,90,1.912009,7,19
17483,Shelter,en,Released,0,0,6/16/2007,97,7.72654,7.8,100
14530,American Crude,en,Released,0,0,6/3/2008,94,5.678168,2.4,8
21182,Young @ Heart,en,Released,0,0,10/2/2008,107,1.582832,7.6,20
13191,War Inc ,en,Released,1296184,5000000,4/28/2008,106,4.800426,5.6,86
38834,The Year of the Wolf,en,Released,0,0,12/5/2007,95,0.167646,6.8,4
15356,The Girl Next Door,en,Released,0,0,7/19/2007,91,4.763911,6.5,209
15281,King Corn,en,Released,81368,0,10/12/2007,88,0.964027,6.8,12
217,Indiana Jones and the Kingdom of the Crystal Skull,en,Released,786636033,185000000,5/21/2008,122,12.577266,5.7,2558
13534,How to Rob a Bank,en,Released,0,0,1/25/2007,81,3.210918,6.2,35
50700,Hey Hey Its Esther Blueburger,en,Released,0,6000000,4/10/2008,103,0.481348,6.5,4
85514,The Quiet American,en,Released,0,0,2/8/1958,120,0.538973,5.3,7
10120,Blonde and Blonder,en,Released,0,0,1/18/2008,95,1.848167,4.4,12
60676,Wesley Willis The Daddy of Rock n Roll,en,Released,0,0,4/22/2003,59,0.002361,0,0
22498,Patti Smith Dream of Life,en,Released,0,0,1/1/2008,109,1.4236,6.2,8
37481,Day of the Outlaw,en,Released,0,0,7/1/1959,92,1.317399,5.7,16
12808,Ninas Heavenly Delights,en,Released,0,0,9/28/2006,94,0.770878,6.7,9
82437,Following Sean,en,Released,0,0,5/5/2006,87,0.252168,6.1,5
43145,One Hour with You,en,Released,0,0,3/22/1932,80,1.406699,5.4,8
44260,Lake of Fire,en,Released,25,0,9/9/2006,152,0.91505,8.1,11
38282,The Witnesses,fr,Released,0,0,3/7/2007,112,1.293938,6.9,16
12245,The Oxford Murders,en,Released,0,14100000,1/18/2008,107,5.97385,5.7,191
10885,Shutter,en,Released,0,0,3/21/2008,85,5.233421,5.3,184
15378,The Grand,en,Released,0,5400000,6/7/2007,104,2.393158,6.3,22
4564,Sex and the City,en,Released,415252786,65000000,5/12/2008,145,9.170332,6,525
10665,The Strangers,en,Released,82391145,9000000,5/29/2008,86,8.845536,6,509
10822,Savage Grace,en,Released,0,4600000,5/18/2007,97,5.225054,5.7,60
13636,Bigger Stronger Faster*,en,Released,307811,0,5/30/2008,105,6.108182,7,41
9022,All the Boys Love Mandy Lane,en,Released,0,750000,2/15/2008,90,9.935837,5.7,211
31512,Memories of Matsuko,ja,Released,0,0,1/1/2006,130,3.175948,7.2,33
14103,Allan Quatermain and the Temple of Skulls,en,Released,0,50000,4/29/2008,98,0.75143,3.4,11
9502,Kung Fu Panda,en,Released,631744560,130000000,6/4/2008,90,16.897541,6.9,3231
16117,What Would Jesus Buy,en,Released,0,0,3/11/2007,91,0.249382,7.7,3
130639,Extreme Private Eros Love Song 1974,ja,Released,0,0,1/1/1974,98,0.662784,7.6,5
51929,The Emperors Naked Army Marches On,ja,Released,0,222000,8/1/1987,122,0.151224,7.5,7
74349,Antonio das Mortes,pt,Released,0,0,5/20/1969,100,1.00529,6,13
14050,Recount,en,Released,0,0,5/28/2008,116,3.402014,6.6,43
14019,Ex Drummer,nl,Released,0,0,1/31/2007,90,3.624061,6.6,50
15776,The Art of Crying,da,Released,0,0,3/17/2007,106,0.584156,6.6,8
17221,Where the Sidewalk Ends,en,Released,0,0,7/7/1950,95,2.984365,6.5,36
37308,100 Rifles,en,Released,0,0,3/26/1969,110,1.739815,5.5,24
29377,Blood Alley,en,Released,0,0,10/1/1955,110,6.460812,5.8,9
26119,Chatos Land,en,Released,0,0,1/1/1972,110,2.075823,6.7,33
42358,Cold Sweat,en,Released,0,0,12/18/1970,94,2.525934,5.3,11
50231,The FBI Story,en,Released,0,0,10/1/1959,149,1.380434,4.5,7
4857,Farewell Friend,fr,Released,0,0,8/14/1968,115,2.014299,6.4,18
79761,The Iron Mask,en,Released,0,0,2/21/1929,103,0.351862,7.3,4
37626,St  Ives,en,Released,0,0,8/1/1976,94,6.264423,5.7,11
48564,Villa Rides,en,Released,0,0,5/29/1968,125,1.188777,5.8,15
46189,The Wings of Eagles,en,Released,0,0,2/22/1957,110,4.162219,6.5,13
72609,Steamboat Round the Bend,en,Released,0,0,9/6/1935,81,0.385059,8.5,2
117044,The World Moves On,en,Released,0,0,6/27/1934,104,0.090754,6,1
114348,Pilgrimage,en,Released,0,0,7/12/1933,96,0.178164,5,1
