movie_production_co_id,movie_id,production_co_id
4018,9417,10210
4019,34637,294
4020,34637,5186
4021,34637,14591
4022,34637,29115
4023,4011,4354
4024,4011,6194
4025,161795,27584
4026,161795,40955
4027,161795,40956
4028,1580,1554
4029,1580,6194
4030,1580,8411
4031,5854,33
4032,573,33
4033,2370,33
4034,5780,33
4035,506,33
4036,22527,6194
4037,574,4
4038,11219,4
4039,11219,10715
4040,30159,6194
4041,845,6194
4042,1978,6194
4043,3682,1483
4044,3682,1811
4045,3682,53009
4046,3682,61337
4047,51942,41680
4048,46702,1591
4049,46702,6194
4050,54795,288
4051,46748,147
4052,46748,1123
4053,847,1
4054,847,8411
4055,847,20743
4056,117,4
4057,14577,3929
4058,14577,8411
4059,37498,559
4060,37498,3618
4061,37498,10828
4062,37498,21848
4063,37498,21849
4064,38621,915
4065,38621,8116
4066,4175,1554
4067,4175,6194
4068,31667,62
4069,31667,614
4070,13321,306
4071,21734,33
4072,21734,4005
4073,31997,33
4074,24197,6
4075,11462,6
4076,31995,14701
4077,940,1221
4078,2762,4978
4079,12684,4978
4080,2761,4978
4081,8208,4978
4082,52907,4978
4083,15007,51816
4084,36049,51816
4085,52748,51816
4086,75793,51816
4087,47695,51816
4088,31930,51816
4089,20213,51816
4090,543,51816
4091,36054,51816
4092,52782,1221
4093,36055,1221
4094,36056,51816
4095,2760,1222
4096,64398,1221
4097,64398,1704
4098,64398,29577
4099,10220,14
4100,10220,1566
4101,431,806
4102,431,21953
4103,431,22207
4104,431,22208
4105,431,22209
4106,431,22210
4107,431,22211
4108,31641,7070
4109,31641,7856
4110,31641,21085
4111,69848,3631
4112,69848,11601
4113,69848,55465
4114,69848,55776
4115,69848,55777
4116,69848,55778
4117,22796,175
4118,22796,915
4119,22256,44
4120,22256,6194
4121,37550,15868
4122,37916,1702
4123,21873,306
4124,21873,2124
4125,21873,8829
4126,21500,41
4127,84116,3902
4128,12626,18
4129,12626,306
4130,12626,5263
4131,12626,5264
4132,3525,306
4133,2321,41
4134,2321,1072
4135,2321,14150
4136,2028,18
4137,2028,306
4138,16384,6194
4139,91217,4354
4140,91217,6194
4141,10699,5
4142,11597,306
4143,11597,11407
4144,47947,306
4145,47947,13671
4146,44772,7585
4147,14347,556
4148,41090,1648
4149,18282,11043
4150,18169,559
4151,18169,1174
4152,11082,559
4153,11082,10201
4154,11082,44425
4155,5971,4
4156,11933,6194
4157,11933,9265
4158,20096,4
4159,30815,5
4160,881,903
4161,4478,4
4162,22318,475
4163,22318,2188
4164,53113,33
4165,2109,12
4166,122289,21144
4167,24746,4714
4168,72987,826
4169,72987,20740
4170,72987,20777
4171,193103,29489
4172,8195,60
4173,8195,2347
4174,9877,333
4175,9877,559
4176,9877,11317
4177,9877,53473
4178,26618,763
4179,26618,23861
4180,26618,40002
4181,21132,1274
4182,21132,1566
4183,21132,2499
4184,21132,3901
4185,21132,6996
4186,21132,11391
4187,21132,40759
4188,11855,17411
4189,24016,6194
4190,14785,181
4191,14785,2141
4192,14785,38210
4193,14794,4
4194,14794,3067
4195,3486,1431
4196,11071,6194
4197,1091,33
4198,1091,662
4199,10403,8
4200,10403,251
4201,10403,272
4202,10403,4665
4203,11337,60
4204,11337,13309
4205,162,306
4206,25723,12
4207,25723,11061
4208,73351,925
4209,73351,10254
4210,73351,40244
4211,8916,27
4212,8916,520
4213,8916,521
4214,28134,43
4215,9429,4
4216,9429,2822
4217,12159,1382
4218,27791,1596
4219,27791,56396
4220,43106,18149
4221,30197,419
4222,30197,1296
4223,10156,306
4224,10156,5612
4225,10377,306
4226,10377,89303
4227,10377,89304
4228,3121,4
4229,3121,3065
4230,3121,18742
4231,9713,175
4232,9713,9195
4233,134368,2373
4234,85837,38609
4235,1039,162
4236,1039,608
4237,1039,3391
4238,9821,14
4239,4437,8411
4240,1890,4
4241,1955,5612
4242,39437,3298
4243,39437,9195
4244,11932,33
4245,11932,5550
4246,6435,79
4247,6435,813
4248,6435,4258
4249,6435,6194
4250,6435,55474
4251,10683,1422
4252,10683,10565
4253,63709,37
4254,9445,559
4255,9445,9168
4256,9445,11317
4257,2657,12
4258,2657,1163
4259,9425,248
4260,9425,2596
4261,9425,6194
4262,9425,10210
4263,32326,52758
4264,637,14
4265,637,370
4266,8675,2516
4267,8675,2517
4268,8675,10146
4269,20701,4
4270,20701,10697
4271,20701,14555
4272,9945,5
4273,9945,1644
4274,9945,4248
4275,9945,23893
4276,9945,23894
4277,9945,23895
4278,73,12
4279,73,924
4280,73,11308
4281,46889,12
4282,46889,216
4283,12888,2188
4284,3033,35
4285,3033,13495
4286,3033,18880
4287,9882,306
4288,9882,13769
4289,9882,20634
4290,10663,9195
4291,4518,181
4292,4518,1382
4293,4518,10163
4294,1808,181
4295,1808,279
4296,1808,506
4297,1808,720
4298,1808,1422
4299,1808,3644
4300,1808,53009
4301,3600,5
4302,3600,1236
4303,3600,1464
4304,17037,2
4305,297,33
4306,297,136
4307,5332,58
4308,5332,1898
4309,5332,1899
4310,21589,3981
4311,11893,1444
4312,11893,13549
4313,11893,14227
4314,12223,2380
4315,12223,36638
4316,32081,60
4317,14924,3644
4318,14924,6781
4319,14924,20657
4320,10002,10932
4321,10002,20076
4322,41817,12
4323,19426,1216
4324,19426,2260
4325,12560,5
4326,9798,130
4327,9798,1645
4328,9798,9195
4329,9798,79209
4330,14444,4
4331,14444,2348
4332,14444,59150
4333,9487,2
4334,9487,3
4335,9466,21716
4336,9466,21717
4337,666,393
4338,666,394
4339,666,395
4340,2042,7380
4341,10162,43
4342,10162,5358
4343,10162,24356
4344,309,156
4345,309,3221
4346,309,11672
4347,692,407
4348,24018,17100
4349,1678,622
4350,39256,1950
4351,1680,882
4352,1680,46976
4353,244,6
4354,10730,4
4355,10730,10308
4356,31947,484
4357,8130,41
4358,11532,419
4359,11532,32336
4360,9749,33
4361,14628,33
4362,14628,8818
4363,9626,3418
4364,9626,8411
4365,9626,10308
4366,13698,4
4367,10466,33
4368,10466,56
4369,707,7576
4370,11954,559
4371,11954,1445
4372,11954,21896
4373,9336,6194
4374,9336,7965
4375,10157,6194
4376,10157,7965
4377,12118,6194
4378,12118,69583
4379,10587,6194
4380,11825,6194
4381,11895,6194
4382,9447,2537
4383,12257,6194
4384,12257,11407
4385,12257,13040
4386,37536,2188
4387,10029,7380
4388,10029,10201
4389,10029,38085
4390,10029,38086
4391,11252,23
4392,11252,33
4393,8545,14
4394,10223,4
4395,9745,6194
4396,9745,10619
4397,9745,22351
4398,200,4
4399,9837,27
4400,9837,521
4401,11545,9195
4402,1934,14
4403,1934,33
4404,1934,348
4405,11881,306
4406,13764,559
4407,13764,12958
4408,24951,41
4409,8879,6194
4410,8879,15298
4411,1369,559
4412,1369,14723
4413,1368,41
4414,1370,559
4415,1370,14723
4416,10303,306
4417,10303,396
4418,10303,3470
4419,9326,306
4420,9326,396
4421,9326,1693
4422,9326,81127
4423,10328,306
4424,10328,396
4425,10328,1865
4426,11285,306
4427,11285,1865
4428,1367,60
4429,1371,60
4430,1374,60
4431,1375,60
4432,15196,4
4433,15196,498
4434,15196,1382
4435,15196,4357
4436,11904,4
4437,11904,56
4438,15596,41
4439,15596,3089
4440,13818,4
4441,29968,559
4442,44326,3267
4443,1885,441
4444,1885,2596
4445,1885,4267
4446,8856,441
4447,8856,1174
4448,10495,441
4449,10495,57092
4450,5825,477
4451,5825,6194
4452,9489,6194
4453,16885,3201
4454,16885,3230
4455,16885,5267
4456,76857,288
4457,76857,1066
4458,8741,711
4459,8741,11317
4460,8741,23660
4461,9276,7405
4462,9276,11705
4463,9822,2
4464,9822,4361
4465,39314,6
4466,39314,1281
4467,10312,33
4468,10312,369
4469,10312,10230
4470,10312,10231
4471,9441,5
4472,9441,436
4473,9422,4
4474,9422,316
4475,9422,9195
4476,24525,8
4477,24525,1811
4478,10368,1702
4479,10368,10102
4480,10368,10378
4481,10368,10379
4482,11365,3324
4483,11365,23708
4484,11365,93549
4485,140897,925
4486,140897,10202
4487,140897,10254
4488,31662,35
4489,36136,40336
4490,1363,37
4491,1363,691
4492,1363,1382
4493,1363,10163
4494,46992,181
4495,46992,718
4496,46992,20777
4497,825,532
4498,825,763
4499,825,7339
4500,825,53009
4501,22913,4189
4502,15556,8411
4503,28902,27
4504,28902,56
4505,14709,4
4506,14709,746
4507,9423,33
4508,9423,288
4509,9423,552
4510,9423,657
4511,9423,762
4512,9423,4650
4513,9423,7237
4514,9423,11533
4515,9423,23932
4516,14443,53493
4517,10658,1
4518,10658,33
4519,6917,4535
4520,6917,10165
4521,6917,10166
4522,40729,1988
4523,40729,4109
4524,40729,10166
4525,24086,1887
4526,11815,306
4527,9426,396
4528,9426,5612
4529,10344,5612
4530,15698,496
4531,15698,662
4532,15698,8411
4533,2620,5
4534,2620,1174
4535,2620,1175
4536,30497,12
4537,30497,1197
4538,16337,4110
4539,25018,33306
4540,16780,17479
4541,12151,9195
4542,25438,484
4543,33278,6194
4544,33278,8792
4545,33278,43687
4546,274253,22490
4547,192,4606
4548,192,7110
4549,192,20091
4550,192,45693
4551,10945,306
4552,10945,840
4553,10945,1885
4554,10013,70
4555,10013,559
4556,9671,4
4557,9671,15081
4558,9396,4
4559,11038,9195
4560,11873,514
4561,11873,9195
4562,18588,1444
4563,10015,171
4564,10015,11742
4565,12715,1444
4566,12715,13549
4567,8388,960
4568,8388,3268
4569,45712,5
4570,45712,1236
4571,8129,181
4572,8129,201
4573,8129,744
4574,8129,980
4575,8129,983
4576,8129,986
4577,8129,7025
4578,8129,7680
4579,8129,8369
4580,8129,16366
4581,8129,27013
4582,8129,27014
4583,1618,441
4584,1618,821
4585,1618,1045
4586,10722,9335
4587,10722,20295
4588,10722,28040
4589,10314,14
4590,10314,870
4591,10314,1811
4592,125548,1483
4593,125548,40966
4594,125548,40967
4595,125548,40968
4596,11167,11493
4597,11167,47818
4598,2112,4
4599,2112,4564
4600,16172,10104
4601,16172,20555
4602,16172,62072
4603,111794,43
4604,111794,306
4605,111794,3901
4606,9524,1080
4607,20595,3805
4608,20595,3806
4609,20595,3807
4610,16306,2329
4611,16306,2330
4612,16306,6116
4613,16306,8171
4614,16306,25960
4615,11622,12
4616,11622,2980
4617,11622,17887
4618,10207,788
4619,10207,813
4620,10207,18093
4621,9849,2
4622,18892,559
4623,18892,3058
4624,18892,67035
4625,13466,33
4626,1542,306
4627,1542,7458
4628,15256,4
4629,8224,441
4630,8224,1685
4631,8224,9269
4632,18417,9195
4633,12479,915
4634,15209,44460
4635,26425,5358
4636,26425,16647
4637,1847,35
4638,1847,18339
4639,42113,9255
4640,8913,4
4641,10906,4
4642,10906,3264
4643,25748,4415
4644,25748,7405
4645,25748,15342
4646,25749,4416
4647,25749,15343
4648,8769,5
4649,14742,6194
4650,14742,7965
4651,15856,10324
4652,10671,33
4653,10671,1830
4654,27932,33
4655,7227,33
4656,10670,33
4657,5919,306
4658,5919,6194
4659,5919,14024
4660,5919,48543
4661,33518,5418
4662,40160,2379
4663,40160,9266
4664,40160,33304
4665,2362,8411
4666,10803,8411
4667,871,306
4668,871,12943
4669,1685,306
4670,1685,12943
4671,1705,306
4672,1705,22542
4673,1688,306
4674,1688,12943
4675,1687,306
4676,1687,12943
4677,166680,1950
4678,11123,33
4679,11123,12277
4680,29723,33
4681,31638,6194
4682,9535,705
4683,9535,6194
4684,9535,11391
4685,9535,11407
4686,9455,12
4687,9455,3480
4688,796,5
4689,796,505
4690,796,506
4691,100,146
4692,100,491
4693,100,1382
4694,100,13419
4695,100,21920
4696,47501,2065
4697,47501,65449
4698,77936,11773
4699,77936,16366
4700,77936,44821
4701,77936,44822
4702,84586,328
4703,30943,441
4704,30943,1236
4705,7341,60
4706,7341,2229
4707,10350,19944
4708,10350,24039
4709,10350,24041
4710,10350,80469
4711,10350,89308
4712,10350,89309
4713,11772,6305
4714,11772,8411
4715,9540,806
4716,9540,10210
4717,9540,47396
4718,31503,9195
4719,11773,8411
4720,30202,8411
4721,30202,23843
4722,22345,559
4723,22345,4077
4724,22345,4078
4725,1567,104
4726,1567,1157
4727,1567,1158
4728,1641,27
4729,1641,1560
4730,47288,688
4731,47288,4107
4732,47288,4108
4733,47288,6194
4734,47288,10210
4735,10212,306
4736,10212,711
4737,10212,2979
4738,10212,7364
4739,10212,25820
4740,10354,80
4741,10354,171
4742,10354,6194
4743,11526,41917
4744,8583,348
4745,8583,508
4746,8583,6194
4747,8583,25087
4748,16520,306
4749,16508,2
4750,11374,23
4751,11374,33
4752,16379,8411
4753,125123,718
4754,125123,3324
4755,125123,20777
4756,28029,14
4757,28029,79
4758,28029,372
4759,28029,13158
4760,603,79
4761,603,372
4762,603,1885
4763,603,6194
4764,4951,1757
4765,4951,1783
4766,4951,9195
4767,65749,40451
4768,8970,4
4769,8970,2232
4770,30950,393
4771,30950,718
4772,30950,850
4773,30950,11943
4774,30950,30225
4775,30950,30226
4776,11660,9996
4777,11660,13028
4778,9430,5
4779,11355,711
4780,11355,19813
4781,11355,21241
4782,11355,21242
4783,18764,3054
4784,18764,71988
4785,18764,71989
4786,9465,236
4787,9465,22289
4788,9465,41048
4789,9465,41049
4790,27455,16718
4791,27455,40648
4792,1414,15469
4793,49981,508
4794,49981,6194
4795,49981,16978
4796,49981,39288
4797,6522,23
4798,6522,33
4799,114719,23036
4800,114719,23038
4801,10209,718
4802,10209,1218
4803,10209,1869
4804,10209,3324
4805,10209,12918
4806,10209,38781
4807,143299,11465
4808,22826,7042
4809,1902,635
4810,1902,778
4811,1902,779
4812,1902,9335
4813,1902,20295
4814,445590,201
4815,445590,588
4816,445590,6476
4817,445590,13869
4818,445590,87894
4819,445590,87895
4820,6396,2081
4821,39964,1088
4822,39964,40675
4823,12596,508
4824,12596,711
4825,12596,8769
4826,12596,17422
4827,12596,20555
4828,12596,81141
4829,9451,4
4830,9451,746
4831,9451,2570
4832,1946,803
4833,1946,804
4834,1946,805
4835,1946,806
4836,1946,807
4837,1946,808
4838,1946,809
4839,1946,20170
4840,42230,5798
4841,1844,414
4842,1844,508
4843,6552,441
4844,6552,598
4845,6552,6092
4846,213985,14
4847,25471,5798
4848,4154,236
4849,4154,547
4850,4154,78240
4851,28519,90093
4852,3309,6194
4853,18462,16274
4854,18462,16275
4855,18462,18947
4856,28941,4527
4857,28941,11136
4858,18252,9195
4859,18252,10531
4860,8592,9195
4861,564,33
4862,564,11462
4863,13852,13674
4864,13852,13675
4865,25232,40759
4866,25232,40999
4867,10210,43
4868,10210,508
4869,10210,20555
4870,53862,919
4871,17962,1141
4872,17962,12423
4873,17962,12424
4874,9460,1066
4875,9460,3618
4876,9460,32841
4877,4927,328
4878,1893,1
4879,31342,27
4880,31342,40769
4881,44297,1677
4882,44297,20783
4883,44297,40768
4884,95627,1596
4885,95627,40757
4886,8785,2503
4887,15849,33
4888,18990,1314
4889,29242,87008
4890,29243,33
4891,31498,33
4892,29239,33
4893,15660,4
4894,1924,6194
4895,1924,51861
4896,1924,51862
4897,8536,6194
4898,8536,51861
4899,8536,51862
4900,9531,6194
4901,9531,51861
4902,9531,51903
4903,11411,4110
4904,11411,6194
4905,11411,6231
4906,11411,13549
4907,138,33
4908,30793,33
4909,3103,33
4910,3035,33
4911,3077,33
4912,3074,33
4913,3076,87008
4914,3079,1314
4915,32023,33
4916,13666,33
4917,29794,16593
4918,29794,84526
4919,9077,10330
4920,36685,306
4921,36685,463
4922,43391,57825
4923,30168,4
4924,10785,6
4925,10785,13987
4926,19483,10330
4927,8974,4
4928,29959,5
4929,29959,3458
4930,11549,4928
4931,11549,10096
4932,18158,441
4933,18158,3458
4934,27625,4697
4935,41516,10330
4936,17918,429
4937,37305,60
4938,37305,3077
4939,18784,14269
4940,18784,82943
4941,509,282
4942,509,283
4943,509,10163
4944,509,31080
4945,1090,5
4946,1090,620
4947,24858,201
4948,24858,255
4949,24858,317
4950,24858,850
4951,24858,5358
4952,24858,7025
4953,24858,7254
4954,24858,10769
4955,24858,16366
4956,24858,30389
4957,24858,33152
4958,24858,33155
4959,15059,491
4960,15059,506
4961,15059,24827
4962,55912,20076
4963,55912,40996
4964,55912,40997
4965,12117,158
4966,12117,9195
4967,41730,15460
4968,41730,15461
4969,13533,8068
4970,13533,78324
4971,817,12
4972,817,595
4973,265966,547
4974,265966,17048
4975,14283,164
4976,14283,181
4977,37135,2
4978,2275,4
4979,2275,21409
4980,2275,25358
4981,2275,38005
4982,24137,14
4983,24137,186
4984,10376,6246
4985,10376,27597
4986,104,1972
4987,104,7025
4988,9032,5
4989,13821,418
4990,13821,1243
4991,13821,2816
4992,13821,2817
4993,13821,2818
4994,13821,2819
4995,9421,9
4996,9421,884
4997,9421,3823
4998,9421,11037
4999,67067,8724
5000,6488,56
5001,6488,915
5002,6488,2104
5003,9473,4
5004,9473,258
5005,9473,1538
5006,9473,6194
5007,9473,7480
5008,9473,45852
5009,8487,2507
5010,8487,6194
5011,8487,16774
5012,8487,57088
5013,10279,4319
5014,10279,9195
5015,2767,461
5016,2767,875
5017,2767,7961
5018,78568,874
5019,78568,5358
5020,2105,33
5021,2105,491
5022,2105,506
5023,2105,3169
5024,1073,126
5025,1073,3287
5026,1073,22512
5027,1073,22513
5028,1073,22514
5029,10239,223
5030,10239,1666
5031,10239,16366
5032,10208,5
5033,10208,6254
5034,2667,2188
5035,2667,15160
5036,48958,14
5037,48958,7049
5038,48958,20043
5039,345,194
5040,345,195
5041,345,385
5042,345,6194
5043,9825,711
5044,9825,11317
5045,9825,67109
5046,16158,746
5047,133575,689
5048,133575,2832
5049,133575,20873
5050,133575,80578
5051,620,441
5052,620,4267
5053,620,47565
5054,2978,441
5055,10490,12
5056,10490,594
5057,10490,596
5058,11618,7
5059,11618,1560
5060,332,2
5061,332,175
5062,332,20477
5063,1812,8
5064,8914,79
5065,8914,6194
5066,8914,28438
5067,8914,28439
5068,9824,33
5069,9824,552
5070,9824,2484
5071,4806,4
5072,4806,126
5073,4806,9195
5074,4806,10201
5075,247,60
5076,247,52795
5077,10056,4323
5078,967,611
5079,967,10330
5080,802,516
5081,802,517
5082,802,518
5083,3175,88
5084,3175,6194
5085,3175,11272
5086,147,53
5087,147,10897
5088,147,10932
5089,1628,53
5090,1628,22657
5091,21185,23
5092,21185,441
5093,11120,6194
5094,10136,4
5095,32060,2070
5096,48686,1444
5097,48259,484
5098,48259,544
5099,48259,62343
5100,873,56
5101,873,4357
5102,873,6194
5103,48660,34505
5104,26789,559
5105,3934,1523
5106,3934,1524
5107,3934,1525
5108,108312,3906
5109,108312,8866
5110,11416,500
5111,11416,1869
5112,11416,6194
5113,11416,7049
5114,11416,13221
5115,10776,2956
5116,10776,6194
5117,24452,34281
5118,9710,1445
5119,31924,898
5120,31924,8310
5121,30890,41
5122,20242,9195
5123,20242,10201
5124,20242,10531
5125,39074,484
5126,66194,888
5127,66194,23792
5128,2115,964
5129,2115,965
5130,2115,3268
5131,23599,1950
5132,3526,5612
5133,3526,8263
5134,41166,21590
5135,16406,5
5136,10386,2785
5137,745,158
5138,745,862
5139,745,915
5140,745,17032
5141,913,597
5142,913,8411
5143,912,219
5144,912,599
5145,912,16749
5146,91076,888
5147,91076,2152
5148,91076,4248
5149,91076,11955
5150,91076,13367
5151,19457,14
5152,19457,376
5153,11353,33
5154,17707,306
5155,17707,711
5156,17707,3334
5157,17707,81140
5158,9781,12
5159,9781,3242
5160,9781,90195
5161,9781,90196
5162,9781,90197
5163,102489,83
5164,102489,635
5165,18212,10316
5166,18212,11572
5167,18212,53186
5168,13817,2815
5169,38715,31062
5170,48781,559
5171,12185,4
5172,29056,4820
5173,26857,5
5174,28501,4820
5175,29030,13862
5176,25319,4820
5177,29074,4820
5178,24103,41
5179,10552,3418
5180,10552,8411
5181,10552,10308
5182,9267,5
5183,9267,416
5184,9267,8313
5185,9267,12978
5186,10766,306
5187,10766,2767
5188,10768,306
5189,813,4
5190,2665,4
5191,9406,915
5192,9406,10895
5193,11418,6194
5194,11153,6194
5195,14170,6194
5196,2280,18
5197,2280,306
5198,2280,21451
5199,11077,23
5200,11077,33
5201,28597,23
5202,28597,33
5203,39780,43
5204,39780,8724
5205,39780,39711
5206,10396,1312
5207,10396,6194
5208,10396,67709
5209,9944,6194
5210,850,8411
5211,850,10757
5212,10154,97
5213,10154,6194
5214,10342,85
5215,10342,7405
5216,10342,10201
5217,10366,559
5218,10366,12968
5219,9349,347
5220,9349,559
5221,9349,694
5222,9349,959
5223,9349,14723
5224,10494,4288
5225,10494,22817
5226,126152,14
5227,22314,4380
5228,35813,20938
5229,11037,559
5230,11955,559
5231,11955,14723
5232,2038,14159
5233,2038,14723
5234,11963,4
5235,11963,316
5236,11963,10308
5237,11963,10879
5238,53761,4
5239,9096,915
5240,9096,1504
5241,91893,6762
5242,91893,44382
5243,1911,9195
5244,2900,12
5245,2900,1757
5246,17709,33
5247,17709,1301
5248,17709,1302
5249,37718,236
5250,47144,393
5251,47144,850
5252,47144,10901
5253,47144,31157
5254,47144,36746
5255,47144,57301
5256,47144,76880
5257,47144,83478
5258,47144,83479
5259,52366,6541
5260,52366,6542
5261,6373,181
5262,6373,2079
5263,2162,6194
5264,2162,10210
5265,14578,14
5266,14578,8014
5267,40694,694
5268,49184,792
5269,49184,5006
5270,49184,5404
5271,49184,11694
5272,49184,18367
5273,49184,19136
5274,49184,26890
5275,49184,84496
5276,49184,88165
5277,49184,88166
5278,10307,2347
5279,10307,8411
5280,11601,2188
5281,18621,711
5282,18621,17422
5283,1075,105
5284,21719,1596
5285,21719,91526
5286,40879,5821
5287,47951,3341
5288,43832,441
5289,47697,2260
5290,47697,11447
5291,49792,14159
5292,49792,14723
5293,26522,441
5294,26522,92340
5295,23761,6114
5296,24097,4283
5297,24097,4284
5298,42114,33
5299,28295,10324
5300,12105,60
5301,12105,3797
5302,12105,16915
5303,14,27
5304,14,2721
5305,24128,5479
5306,24128,15806
5307,11001,5
5308,10390,33
5309,10390,10157
5310,9453,12872
5311,9453,12873
5312,704,413
5313,704,3462
5314,704,11506
5315,35122,491
5316,35122,506
5317,35122,1474
5318,35122,2997
5319,142132,181
5320,142132,236
5321,24153,5
5322,24153,13962
5323,11797,5
5324,11797,7401
5325,11797,7402
5326,18086,4535
5327,17887,4
5328,17887,3468
5329,17887,43995
5330,10669,6194
5331,10669,12282
5332,11527,41
5333,11527,6194
5334,42848,826
5335,42848,1483
5336,40867,6194
5337,1049,104
5338,1049,508
5339,1049,644
5340,28032,6194
5341,28032,90512
5342,11326,5
5343,11326,3952
5344,11326,3978
5345,28377,4724
5346,28377,18329
5347,10975,2521
5348,10974,168
5349,10974,2521
5350,10974,3054
5351,10398,4
5352,2290,5
5353,2290,9269
5354,2290,10230
5355,2290,22684
5356,24071,9195
5357,60994,14
5358,60994,377
5359,60994,10254
5360,16112,5
5361,16112,5061
5362,16112,6255
5363,14429,306
5364,14429,81132
5365,14429,81133
5366,15198,915
5367,6415,79
5368,6415,507
5369,6415,6194
5370,6415,23689
5371,6415,23690
5372,6415,23691
5373,24066,14
5374,24066,16833
5375,21430,1438
5376,21430,6455
5377,10381,718
5378,10381,1382
5379,10381,10163
5380,60285,441
5381,5622,9
5382,5622,44406
5383,5622,93143
5384,5622,93144
5385,10349,41
5386,10349,40490
5387,42518,4
5388,42518,8302
5389,29787,41
5390,9638,494
5391,9638,22540
5392,10576,33
5393,10576,16838
5394,12662,33
5395,61369,13914
5396,11712,882
5397,12618,5
5398,13824,2822
5399,226,43
5400,226,54
5401,226,307
5402,226,1422
5403,226,11351
5404,55107,5358
5405,55107,6584
5406,55107,11143
5407,55107,18367
5408,55107,30576
5409,69851,35442
5410,10388,2188
5411,17198,3919
5412,44857,8411
5413,44857,67883
5414,44857,67884
5415,44857,67885
5416,9346,4354
5417,861,559
5418,861,14723
5419,861,80461
5420,14412,6194
5421,14412,7965
5422,9377,4
5423,11541,8411
5424,11541,8808
5425,2457,643
5426,11901,33
5427,11901,171
5428,4929,60
5429,85325,4
5430,11230,13433
5431,8416,4
5432,8416,819
5433,8416,1497
5434,8416,1627
5435,11054,12
5436,851,2886
5437,18254,553
5438,18254,44485
5439,20123,3719
5440,20123,44449
5441,20123,49255
5442,16642,4
5443,2593,753
5444,3086,4
5445,16305,4
5446,32255,4
5447,48797,16918
5448,48797,80256
5449,19997,306
5450,3767,5
5451,17352,306
5452,17352,89188
5453,17352,89189
5454,17352,89190
5455,535,4
5456,2731,208
5457,2731,255
5458,2731,354
5459,2731,1179
5460,2731,1180
5461,2731,5358
5462,2731,12965
5463,2731,18367
5464,2731,25023
5465,2731,84953
5466,2731,84954
5467,1654,8411
5468,1654,14159
5469,1654,79298
5470,31043,6194
5471,31043,7965
5472,31043,14222
5473,14831,6095
5474,658,60
5475,658,7576
5476,658,10761
5477,657,60
5478,657,7576
5479,657,10761
5480,646,60
5481,646,7576
5482,5689,441
5483,391,60
5484,391,5755
5485,391,10481
5486,391,19498
5487,8052,2321
5488,8052,7250
5489,8052,11661
5490,772,306
5491,772,477
5492,31650,5
5493,73575,14646
5494,302579,38147
5495,550,306
5496,550,508
5497,550,711
5498,550,20555
5499,550,54050
5500,550,54051
5501,550,54052
5502,12220,33
5503,12220,97
5504,1610,1261
5505,1610,1508
5506,53151,13819
5507,53151,17813
5508,53151,65561
5509,42881,2813
5510,42881,25679
5511,42881,25680
5512,29064,4897
5513,404,2
5514,404,181
5515,404,373
5516,404,635
5517,404,637
5518,404,694
5519,404,5358
5520,404,7832
5521,404,59423
5522,42196,6194
5523,36819,146
5524,42726,1742
5525,9343,843
5526,9343,1448
5527,9343,4606
5528,9343,8765
5529,9343,10869
5530,16858,306
5531,16858,441
5532,42006,4582
5533,11562,41
5534,11562,13309
5535,10496,769
5536,16162,33
5537,16162,4319
5538,8649,4
5539,8649,9195
5540,8649,11584
5541,31306,5
5542,31306,4434
5543,10563,79
5544,10563,6194
5545,14484,12
5546,14484,20979
5547,214735,16252
5548,214735,16253
5549,94857,4597
5550,32043,33
5551,15247,364
5552,15247,1802
5553,15247,14376
5554,29251,2403
5555,29251,13723
5556,5548,41
5557,5549,41
5558,856,56
5559,856,554
5560,856,9195
5561,856,10217
5562,38772,33
5563,699,60
5564,699,7576
5565,709,7576
5566,253,60
5567,253,7576
5568,253,10761
5569,660,7576
5570,660,8411
5571,11377,1786
5572,11377,6194
5573,26149,1600
5574,26149,53009
5575,492,37
5576,492,278
5577,492,279
5578,108346,85721
5579,98480,4214
5580,98480,91425
5581,128,14
5582,128,10342
5583,128,12516
5584,128,20192
5585,46286,4131
5586,46286,4714
5587,46286,11061
5588,46286,30393
5589,8672,201
5590,8672,315
5591,8672,843
5592,8672,2473
5593,8672,2474
5594,8672,2475
5595,8672,3324
5596,8672,5975
5597,8672,7025
5598,8672,8857
5599,8056,104
5600,8056,310
5601,2020,12
5602,2020,872
5603,2020,873
5604,9481,33
5605,9481,441
5606,9008,158
5607,9008,675
5608,9008,8758
5609,9008,8759
5610,9008,9195
5611,14242,62136
5612,14242,62137
5613,14242,62138
5614,16129,3141
5615,11489,189
5616,11489,5358
5617,11489,18367
5618,28145,3065
5619,28145,29363
5620,51371,12190
5621,18111,4065
5622,31361,33
5623,31361,18205
5624,11223,8411
5625,16281,6194
5626,16281,14179
5627,16281,14180
5628,16288,1950
5629,16288,14180
5630,1694,1212
5631,476,251
5632,37094,508
5633,37094,644
5634,37094,5358
5635,37094,6194
5636,13555,2767
5637,961,12190
5638,961,13913
5639,73969,21540
5640,24831,1950
5641,64963,33
5642,85160,42001
5643,25560,5
5644,21610,33
5645,21610,3986
5646,21610,3987
5647,11878,882
5648,11510,516
5649,11510,14723
5650,11234,19972
5651,957,617
5652,957,8411
5653,11886,3166
5654,37853,6194
5655,62204,999
5656,62204,2359
5657,11040,3070
5658,11040,5603
